Result, Test Name, Power Priority, Power Level, Iteration, Var MSA, Dataset File,Point Result 1, Var Actual 1, Var Target 1, Var Min Allowed 1, Var Max Allowed 1,Point Result 2, Var Actual 2, Var Target 2, Var Min Allowed 2, Var Max Allowed 2,Point Result 3, Var Actual 3, Var Target 3, Var Min Allowed 3, Var Max Allowed 3
, , , , , , , Fail, 2855.00520833, 693.3, -500.0, 2449.6, Fail, 2855.00520833, 687.333333333, -500.0, 2443.6, Fail, 2855.00520833, 683.033333333, -500.0, 2439.3
, , , , , , , Fail, 2379.36604818, 0.0, -500.0, 1726.9, Fail, 2379.36604818, 0.0, -500.0, 1719.66666667, Fail, 2379.36604818, 0.0, -500.0, 1722.9
, , , , , , , Fail, 1734.23470052, 0.0, -500.0, 1003.46666667, Fail, 1734.23470052, 0.0, -500.0, 1007.26666667, Fail, 1734.23470052, 0.0, -500.0, 1010.43333333
, , , , , , , Fail, 986.416097005, 0.0, -500.0, 500.0, Fail, 986.416097005, 0.0, -500.0, 500.0, Fail, 986.416097005, 0.0, -500.0, 500.0
, , , , , , , Pass, 241.1309611, 0.0, -1035.46666667, 500.0, Pass, 241.1309611, 0.0, -1018.0, 500.0, Pass, 241.1309611, 0.0, -1008.36666667, 500.0
, , , , , , , Pass, -74.8588104248, 0.0, -1740.43333333, 500.0, Pass, -74.8588104248, 0.0, -1711.23333333, 500.0, Pass, -74.8588104248, 0.0, -1700.0, 500.0
, , , , , , , Pass, -91.9708048503, -674.766666667, -2418.56666667, 500.0, Pass, -91.9708048503, -675.133333333, -2418.9, 500.0, Pass, -91.9708048503, -678.066666667, -2421.86666667, 500.0
, , , , , , , Pass, 1.93435001373, -1386.63333333, -3130.4, 357.166666667, Pass, 1.93435001373, -1400.7, -3144.46666667, 343.1, Pass, 1.93435001373, -1415.1, -3158.86666667, 328.7
, , , , , , , Fail, 34.4505386353, -2134.43333333, -3375.0, -390.633333333, Fail, 34.4505386353, -2155.13333333, -3375.0, -411.366666667, Fail, 34.4505386353, -2162.66666667, -3375.0, -418.866666667
, , , , , , , Fail, -414.250203451, -2867.53333333, -3375.0, -1123.73333333, Fail, -414.250203451, -2875.0, -3375.0, -1141.2, Fail, -414.250203451, -2875.0, -3375.0, -1150.0
, , , , , , , Pass, -2880.43684896, -2875.0, -3375.0, -2375.0, Pass, -2880.43684896, -2875.0, -3375.0, -2375.0, Pass, -2880.43684896, -2875.0, -3375.0, -2375.0
, , , , , , , Pass, -2926.35709635, -2875.0, -3375.0, -2375.0, Pass, -2926.35709635, -2875.0, -3375.0, -2375.0, Pass, -2926.35709635, -2875.0, -3375.0, -2375.0
, , , , , , , Pass, -2938.62174479, -2875.0, -3375.0, -2375.0, Pass, -2938.62174479, -2875.0, -3375.0, -2375.0, Pass, -2938.62174479, -2875.0, -3375.0, -2375.0
Fail, VV_3_100_up_1, Reactive, 100.0, 3, 1500.0, VV_3_100_up_1.csv, , , , , , , , , , , , , , , 
, , , , , , , Pass, -2940.95052083, -2875.0, -3375.0, -2375.0, Pass, -2940.95052083, -2875.0, -3375.0, -2375.0, Pass, -2940.95052083, -2875.0, -3375.0, -2375.0
, , , , , , , Pass, -2958.6875, -2875.0, -3375.0, -2375.0, Pass, -2958.6875, -2875.0, -3375.0, -2375.0, Pass, -2958.6875, -2875.0, -3375.0, -2375.0
, , , , , , , Pass, -2887.40755208, -2875.0, -3375.0, -2375.0, Pass, -2887.40755208, -2875.0, -3375.0, -2375.0, Pass, -2887.40755208, -2875.0, -3375.0, -2375.0
, , , , , , , Fail, -400.287882487, -2826.9, -3375.0, -1083.13333333, Fail, -400.287882487, -2853.83333333, -3375.0, -1110.03333333, Fail, -400.287882487, -2862.23333333, -3375.0, -1118.43333333
, , , , , , , Fail, -50.3262227376, -2137.83333333, -3375.0, -394.066666667, Fail, -50.3262227376, -2160.26666667, -3375.0, -416.5, Fail, -50.3262227376, -2167.43333333, -3375.0, -423.633333333
, , , , , , , Pass, -7.19226264954, -1428.46666667, -3172.23333333, 315.333333333, Pass, -7.19226264954, -1449.86666667, -3193.66666667, 293.9, Pass, -7.19226264954, -1457.63333333, -3201.4, 286.166666667
, , , , , , , Pass, -30.5923080444, -729.2, -2472.96666667, 500.0, Pass, -30.5923080444, -743.4, -2487.16666667, 500.0, Pass, -30.5923080444, -746.033333333, -2489.83333333, 500.0
, , , , , , , Pass, -40.9958292643, -13.0666666667, -1756.83333333, 500.0, Pass, -40.9958292643, -27.0333333333, -1770.83333333, 500.0, Pass, -40.9958292643, -30.1666666667, -1773.93333333, 500.0
, , , , , , , Pass, 278.535013835, 0.0, -1054.13333333, 500.0, Pass, 278.535013835, 0.0, -1062.56666667, 500.0, Pass, 278.535013835, 0.0, -1060.0, 500.0
, , , , , , , Fail, 1061.74235026, 0.0, -500.0, 500.0, Fail, 1061.74235026, 0.0, -500.0, 500.0, Fail, 1061.74235026, 0.0, -500.0, 500.0
, , , , , , , Fail, 1673.99169922, 0.0, -500.0, 998.233333333, Fail, 1673.99169922, 0.0, -500.0, 1002.66666667, Fail, 1673.99169922, 0.0, -500.0, 1012.53333333
, , , , , , , Fail, 2315.83138021, 0.0, -500.0, 1727.06666667, Fail, 2315.83138021, 0.0, -500.0, 1736.4, Fail, 2315.83138021, 0.0, -500.0, 1744.5
, , , , , , , Fail, 2936.30078125, 689.766666667, -500.0, 2446.03333333, Fail, 2936.30078125, 711.633333333, -500.0, 2467.9, Fail, 2936.30078125, 727.266666667, -500.0, 2483.53333333
, , , , , , , Pass, 2847.16829427, 1420.63333333, -335.633333333, 3176.9, Pass, 2847.16829427, 1439.36666667, -316.9, 3195.66666667, Pass, 2847.16829427, 1458.46666667, -297.8, 3214.76666667
, , , , , , , Pass, 2853.14941406, 2153.3, 397.033333333, 3375.0, Pass, 2853.14941406, 2180.36666667, 424.1, 3375.0, Pass, 2853.14941406, 2190.66666667, 434.366666667, 3375.0
, , , , , , , Pass, 2807.6640625, 2875.0, 1131.7, 3375.0, Pass, 2807.6640625, 2875.0, 1154.23333333, 3375.0, Pass, 2807.6640625, 2875.0, 1158.36666667, 3375.0
, , , , , , , Pass, 2809.44466146, 2875.0, 2375.0, 3375.0, Pass, 2809.44466146, 2875.0, 2375.0, 3375.0, Pass, 2809.44466146, 2875.0, 2375.0, 3375.0
, , , , , , , Pass, 2793.83040365, 2875.0, 2375.0, 3375.0, Pass, 2793.83040365, 2875.0, 2375.0, 3375.0, Pass, 2793.83040365, 2875.0, 2375.0, 3375.0
, , , , , , , Pass, 2839.34375, 2875.0, 2375.0, 3375.0, Pass, 2839.34375, 2875.0, 2375.0, 3375.0, Pass, 2839.34375, 2875.0, 2375.0, 3375.0
Fail, VV_3_100_down_2, Reactive, 100.0, 3, 1500.0, VV_3_100_down_2.csv, , , , , , , , , , , , , , , 
, , , , , , , Pass, 2855.19791667, 2875.0, 2375.0, 3375.0, Pass, 2855.19791667, 2875.0, 2375.0, 3375.0, Pass, 2855.19791667, 2875.0, 2375.0, 3375.0
, , , , , , , Pass, 2941.3531901, 2875.0, 2375.0, 3375.0, Pass, 2941.3531901, 2875.0, 2375.0, 3375.0, Pass, 2941.3531901, 2875.0, 2375.0, 3375.0
, , , , , , , Pass, 2929.75260417, 2875.0, 2375.0, 3375.0, Pass, 2929.75260417, 2875.0, 2375.0, 3375.0, Pass, 2929.75260417, 2875.0, 2375.0, 3375.0
, , , , , , , Pass, 2936.45768229, 2856.0, 1099.73333333, 3375.0, Pass, 2936.45768229, 2871.3, 1115.03333333, 3375.0, Pass, 2936.45768229, 2875.0, 1118.76666667, 3375.0
, , , , , , , Pass, 2857.50911458, 2154.3, 398.033333333, 3375.0, Pass, 2857.50911458, 2181.96666667, 425.666666667, 3375.0, Pass, 2857.50911458, 2186.3, 430.0, 3375.0
, , , , , , , Pass, 2941.44856771, 1464.66666667, -291.633333333, 3220.93333333, Pass, 2941.44856771, 1476.83333333, -279.466666667, 3233.1, Pass, 2941.44856771, 1478.53333333, -277.766666667, 3234.8
, , , , , , , Fail, 2829.77994792, 763.4, -500.0, 2519.7, Fail, 2829.77994792, 743.866666667, -500.0, 2500.16666667, Fail, 2829.77994792, 730.966666667, -500.0, 2487.26666667
, , , , , , , Fail, 2409.95605469, 38.2, -500.0, 1794.5, Fail, 2409.95605469, 15.0, -500.0, 1771.26666667, Fail, 2409.95605469, 8.96666666667, -500.0, 1765.26666667
, , , , , , , Fail, 1656.78548177, 0.0, -500.0, 1027.36666667, Fail, 1656.78548177, 0.0, -500.0, 1014.8, Fail, 1656.78548177, 0.0, -500.0, 1007.83333333
, , , , , , , Fail, 1033.48543294, 0.0, -500.0, 500.0, Fail, 1033.48543294, 0.0, -500.0, 500.0, Fail, 1033.48543294, 0.0, -500.0, 500.0
, , , , , , , Pass, 235.013020833, 0.0, -1052.76666667, 500.0, Pass, 235.013020833, 0.0, -1055.43333333, 500.0, Pass, 235.013020833, 0.0, -1060.2, 500.0
, , , , , , , Pass, 15.8186264038, -34.7666666667, -1778.53333333, 500.0, Pass, 15.8186264038, -32.2666666667, -1776.06666667, 500.0, Pass, 15.8186264038, -25.3333333333, -1769.1, 500.0
, , , , , , , Pass, 69.8903910319, -737.2, -2480.96666667, 500.0, Pass, 69.8903910319, -723.066666667, -2466.86666667, 500.0, Pass, 69.8903910319, -720.066666667, -2463.86666667, 500.0
, , , , , , , Pass, -4.37415504456, -1447.16666667, -3190.93333333, 296.6, Pass, -4.37415504456, -1424.33333333, -3168.1, 319.466666667, Pass, -4.37415504456, -1412.33333333, -3156.1, 331.466666667
, , , , , , , Fail, -68.8631083171, -2119.83333333, -3375.0, -376.033333333, Fail, -68.8631083171, -2101.73333333, -3375.0, -357.933333333, Fail, -68.8631083171, -2104.03333333, -3375.0, -360.266666667
, , , , , , , Fail, -394.497924805, -2829.13333333, -3375.0, -1085.36666667, Fail, -394.497924805, -2829.36666667, -3375.0, -1085.6, Fail, -394.497924805, -2839.76666667, -3375.0, -1096.0
, , , , , , , Pass, -2909.05859375, -2875.0, -3375.0, -2375.0, Pass, -2909.05859375, -2875.0, -3375.0, -2375.0, Pass, -2909.05859375, -2875.0, -3375.0, -2375.0
, , , , , , , Pass, -2913.0452474, -2875.0, -3375.0, -2375.0, Pass, -2913.0452474, -2875.0, -3375.0, -2375.0, Pass, -2913.0452474, -2875.0, -3375.0, -2375.0
, , , , , , , Pass, -2906.51529948, -2875.0, -3375.0, -2375.0, Pass, -2906.51529948, -2875.0, -3375.0, -2375.0, Pass, -2906.51529948, -2875.0, -3375.0, -2375.0
Fail, VV_3_100_up_2, Reactive, 100.0, 3, 1500.0, VV_3_100_up_2.csv, , , , , , , , , , , , , , , 
, , , , , , , Pass, -2874.55794271, -2875.0, -3375.0, -2375.0, Pass, -2874.55794271, -2875.0, -3375.0, -2375.0, Pass, -2874.55794271, -2875.0, -3375.0, -2375.0
, , , , , , , Pass, -2887.50911458, -2875.0, -3375.0, -2375.0, Pass, -2887.50911458, -2875.0, -3375.0, -2375.0, Pass, -2887.50911458, -2875.0, -3375.0, -2375.0
, , , , , , , Pass, -2957.05273438, -2875.0, -3375.0, -2375.0, Pass, -2957.05273438, -2875.0, -3375.0, -2375.0, Pass, -2957.05273438, -2875.0, -3375.0, -2375.0
, , , , , , , Fail, -474.76163737, -2823.66666667, -3375.0, -1079.9, Fail, -474.76163737, -2838.83333333, -3375.0, -1095.03333333, Fail, -474.76163737, -2850.23333333, -3375.0, -1106.46666667
, , , , , , , Fail, 20.1159032186, -2132.23333333, -3375.0, -388.433333333, Fail, 20.1159032186, -2155.3, -3375.0, -411.5, Fail, 20.1159032186, -2162.36666667, -3375.0, -418.566666667
, , , , , , , Pass, -15.6113789876, -1430.26666667, -3174.03333333, 313.533333333, Pass, -15.6113789876, -1449.9, -3193.66666667, 293.866666667, Pass, -15.6113789876, -1454.16666667, -3197.93333333, 289.633333333
, , , , , , , Pass, -44.007329305, -738.133333333, -2481.9, 500.0, Pass, -44.007329305, -745.3, -2489.06666667, 500.0, Pass, -44.007329305, -750.0, -2493.8, 500.0
, , , , , , , Pass, -41.8780593872, -21.4333333333, -1765.2, 500.0, Pass, -41.8780593872, -27.9333333333, -1771.7, 500.0, Pass, -41.8780593872, -31.9333333333, -1775.7, 500.0
, , , , , , , Pass, 290.55452474, 0.0, -1062.3, 500.0, Pass, 290.55452474, 0.0, -1060.96666667, 500.0, Pass, 290.55452474, 0.0, -1053.73333333, 500.0
, , , , , , , Fail, 946.420898438, 0.0, -500.0, 500.0, Fail, 946.420898438, 0.0, -500.0, 500.0, Fail, 946.420898438, 0.0, -500.0, 500.0
, , , , , , , Fail, 1674.92073568, 0.0, -500.0, 1005.1, Fail, 1674.92073568, 0.0, -500.0, 1028.46666667, Fail, 1674.92073568, 0.0, -500.0, 1027.83333333
, , , , , , , Fail, 2445.45133464, 0.0, -500.0, 1746.0, Fail, 2445.45133464, 6.0, -500.0, 1762.26666667, Fail, 2445.45133464, 13.4333333333, -500.0, 1769.7
, , , , , , , Fail, 2870.70540365, 733.2, -500.0, 2489.46666667, Fail, 2870.70540365, 755.966666667, -500.0, 2512.26666667, Fail, 2870.70540365, 760.3, -500.0, 2516.56666667
, , , , , , , Pass, 2899.40201823, 1473.26666667, -283.033333333, 3229.53333333, Pass, 2899.40201823, 1481.0, -275.266666667, 3237.3, Pass, 2899.40201823, 1475.1, -281.2, 3231.36666667
, , , , , , , Pass, 2800.21516927, 2184.06666667, 427.8, 3375.0, Pass, 2800.21516927, 2167.1, 410.833333333, 3375.0, Pass, 2800.21516927, 2147.43333333, 391.133333333, 3375.0
, , , , , , , Pass, 2785.49707031, 2875.0, 1124.96666667, 3375.0, Pass, 2785.49707031, 2865.3, 1109.0, 3375.0, Pass, 2785.49707031, 2858.9, 1102.6, 3375.0
, , , , , , , Pass, 2859.31119792, 2875.0, 2375.0, 3375.0, Pass, 2859.31119792, 2875.0, 2375.0, 3375.0, Pass, 2859.31119792, 2875.0, 2375.0, 3375.0
, , , , , , , Pass, 2886.40169271, 2875.0, 2375.0, 3375.0, Pass, 2886.40169271, 2875.0, 2375.0, 3375.0, Pass, 2886.40169271, 2875.0, 2375.0, 3375.0
, , , , , , , Pass, 2777.21061198, 2875.0, 2375.0, 3375.0, Pass, 2777.21061198, 2875.0, 2375.0, 3375.0, Pass, 2777.21061198, 2875.0, 2375.0, 3375.0
Fail, VV_3_100_down_3, Reactive, 100.0, 3, 1500.0, VV_3_100_down_3.csv, , , , , , , , , , , , , , , 
, , , , , , , Pass, 2813.34179688, 2875.0, 2375.0, 3375.0, Pass, 2813.34179688, 2875.0, 2375.0, 3375.0, Pass, 2813.34179688, 2875.0, 2375.0, 3375.0
, , , , , , , Pass, 2788.70052083, 2875.0, 2375.0, 3375.0, Pass, 2788.70052083, 2875.0, 2375.0, 3375.0, Pass, 2788.70052083, 2875.0, 2375.0, 3375.0
, , , , , , , Pass, 2816.18619792, 2875.0, 2375.0, 3375.0, Pass, 2816.18619792, 2875.0, 2375.0, 3375.0, Pass, 2816.18619792, 2875.0, 2375.0, 3375.0
, , , , , , , Pass, 2858.65592448, 2856.23333333, 1099.96666667, 3375.0, Pass, 2858.65592448, 2845.2, 1088.93333333, 3375.0, Pass, 2858.65592448, 2846.6, 1090.33333333, 3375.0
, , , , , , , Pass, 2896.95214844, 2124.46666667, 368.166666667, 3375.0, Pass, 2896.95214844, 2124.86666667, 368.566666667, 3375.0, Pass, 2896.95214844, 2131.5, 375.2, 3375.0
, , , , , , , Pass, 2923.06835938, 1404.0, -352.266666667, 3160.3, Pass, 2923.06835938, 1411.4, -344.9, 3167.66666667, Pass, 2923.06835938, 1418.5, -337.8, 3174.76666667
, , , , , , , Fail, 2780.00227865, 718.566666667, -500.0, 2474.86666667, Fail, 2780.00227865, 746.8, -500.0, 2503.1, Fail, 2780.00227865, 761.566666667, -500.0, 2517.86666667
, , , , , , , Fail, 2377.47705078, 28.4333333333, -500.0, 1784.73333333, Fail, 2377.47705078, 39.5666666667, -500.0, 1795.83333333, Fail, 2377.47705078, 42.6333333333, -500.0, 1798.93333333
, , , , , , , Fail, 1650.68147786, 0.0, -500.0, 1063.5, Fail, 1650.68147786, 0.0, -500.0, 1042.4, Fail, 1650.68147786, 0.0, -500.0, 1033.06666667
, , , , , , , Fail, 966.027750651, 0.0, -500.0, 500.0, Fail, 966.027750651, 0.0, -500.0, 500.0, Fail, 966.027750651, 0.0, -500.0, 500.0
, , , , , , , Pass, 281.403788249, 0.0, -1058.7, 500.0, Pass, 281.403788249, 0.0, -1062.13333333, 500.0, Pass, 281.403788249, 0.0, -1059.3, 500.0
, , , , , , , Pass, 0.135486602783, -27.8666666667, -1771.66666667, 500.0, Pass, 0.135486602783, -28.4, -1772.16666667, 500.0, Pass, 0.135486602783, -26.8333333333, -1770.6, 500.0
, , , , , , , Pass, -22.2584838867, -731.7, -2475.5, 500.0, Pass, -22.2584838867, -716.966666667, -2460.73333333, 500.0, Pass, -22.2584838867, -704.566666667, -2448.36666667, 500.0
, , , , , , , Pass, -110.695261637, -1418.96666667, -3162.73333333, 324.8, Pass, -110.695261637, -1392.76666667, -3136.56666667, 351.0, Pass, -110.695261637, -1389.06666667, -3132.86666667, 354.7
, , , , , , , Fail, -38.8307342529, -2106.56666667, -3375.0, -362.766666667, Fail, -38.8307342529, -2129.93333333, -3375.0, -386.133333333, Fail, -38.8307342529, -2140.2, -3375.0, -396.4
, , , , , , , Fail, -308.632161458, -2853.96666667, -3375.0, -1110.2, Fail, -308.632161458, -2875.0, -3375.0, -1134.8, Fail, -308.632161458, -2875.0, -3375.0, -1140.23333333
, , , , , , , Pass, -2869.40527344, -2875.0, -3375.0, -2375.0, Pass, -2869.40527344, -2875.0, -3375.0, -2375.0, Pass, -2869.40527344, -2875.0, -3375.0, -2375.0
, , , , , , , Pass, -2866.15104167, -2875.0, -3375.0, -2375.0, Pass, -2866.15104167, -2875.0, -3375.0, -2375.0, Pass, -2866.15104167, -2875.0, -3375.0, -2375.0
, , , , , , , Pass, -2972.8203125, -2875.0, -3375.0, -2375.0, Pass, -2972.8203125, -2875.0, -3375.0, -2375.0, Pass, -2972.8203125, -2875.0, -3375.0, -2375.0
Fail, VV_3_100_up_3, Reactive, 100.0, 3, 1500.0, VV_3_100_up_3.csv, , , , , , , , , , , , , , , 
, , , , , , , Pass, -2881.72591146, -2875.0, -3375.0, -2375.0, Pass, -2881.72591146, -2875.0, -3375.0, -2375.0, Pass, -2881.72591146, -2875.0, -3375.0, -2375.0
, , , , , , , Pass, -2876.8297526, -2875.0, -3375.0, -2375.0, Pass, -2876.8297526, -2875.0, -3375.0, -2375.0, Pass, -2876.8297526, -2875.0, -3375.0, -2375.0
, , , , , , , Pass, -2856.64420573, -2875.0, -3375.0, -2375.0, Pass, -2856.64420573, -2875.0, -3375.0, -2375.0, Pass, -2856.64420573, -2875.0, -3375.0, -2375.0
, , , , , , , Fail, -389.924072266, -2875.0, -3375.0, -1176.3, Fail, -389.924072266, -2875.0, -3375.0, -1177.36666667, Fail, -389.924072266, -2875.0, -3375.0, -1164.86666667
, , , , , , , Fail, -66.690612793, -2171.23333333, -3375.0, -427.433333333, Fail, -66.690612793, -2142.66666667, -3375.0, -398.866666667, Fail, -66.690612793, -2130.23333333, -3375.0, -386.433333333
, , , , , , , Pass, -20.5416005452, -1407.73333333, -3151.5, 336.066666667, Pass, -20.5416005452, -1387.66666667, -3131.43333333, 356.133333333, Pass, -20.5416005452, -1383.76666667, -3127.53333333, 360.033333333
, , , , , , , Pass, -79.4956359863, -675.1, -2418.86666667, 500.0, Pass, -79.4956359863, -700.5, -2444.26666667, 500.0, Pass, -79.4956359863, -713.2, -2456.96666667, 500.0
, , , , , , , Pass, -7.28240458171, 0.0, -1738.36666667, 500.0, Pass, -7.28240458171, -16.5, -1760.26666667, 500.0, Pass, -7.28240458171, -27.2, -1770.96666667, 500.0
, , , , , , , Pass, 345.60921224, 0.0, -1067.3, 500.0, Pass, 345.60921224, 0.0, -1072.63333333, 500.0, Pass, 345.60921224, 0.0, -1071.23333333, 500.0
, , , , , , , Fail, 1029.61971029, 0.0, -500.0, 500.0, Fail, 1029.61971029, 0.0, -500.0, 500.0, Fail, 1029.61971029, 0.0, -500.0, 500.0
, , , , , , , Fail, 1687.7976888, 0.0, -500.0, 1017.76666667, Fail, 1687.7976888, 0.0, -500.0, 1049.33333333, Fail, 1687.7976888, 0.0, -500.0, 1068.33333333
, , , , , , , Fail, 2396.6632487, 36.6333333333, -500.0, 1792.9, Fail, 2396.6632487, 47.3, -500.0, 1803.6, Fail, 2396.6632487, 48.5, -500.0, 1804.76666667
, , , , , , , Fail, 2861.11197917, 767.1, -500.0, 2523.36666667, Fail, 2861.11197917, 739.866666667, -500.0, 2496.16666667, Fail, 2861.11197917, 721.666666667, -500.0, 2477.93333333
, , , , , , , Pass, 2880.61979167, 1452.33333333, -303.933333333, 3208.63333333, Pass, 2880.61979167, 1425.6, -330.7, 3181.86666667, Pass, 2880.61979167, 1420.93333333, -335.366666667, 3177.2
, , , , , , , Pass, 2881.19173177, 2129.1, 372.833333333, 3375.0, Pass, 2881.19173177, 2117.9, 361.6, 3375.0, Pass, 2881.19173177, 2109.8, 353.533333333, 3375.0
, , , , , , , Pass, 2913.30501302, 2825.56666667, 1069.26666667, 3375.0, Pass, 2913.30501302, 2827.9, 1071.63333333, 3375.0, Pass, 2913.30501302, 2835.6, 1079.3, 3375.0
, , , , , , , Pass, 2870.37141927, 2875.0, 2375.0, 3375.0, Pass, 2870.37141927, 2875.0, 2375.0, 3375.0, Pass, 2870.37141927, 2875.0, 2375.0, 3375.0
, , , , , , , Pass, 2863.62630208, 2875.0, 2375.0, 3375.0, Pass, 2863.62630208, 2875.0, 2375.0, 3375.0, Pass, 2863.62630208, 2875.0, 2375.0, 3375.0
, , , , , , , Pass, 2923.0530599, 2875.0, 2375.0, 3375.0, Pass, 2923.0530599, 2875.0, 2375.0, 3375.0, Pass, 2923.0530599, 2875.0, 2375.0, 3375.0
Fail, VV_3_66_down_1, Reactive, 66.0, 5, 1500.0, VV_3_66_down_1.csv, , , , , , , , , , , , , , , 
, , , , , , , Pass, 2839.45052083, 2875.0, 2375.0, 3375.0, Pass, 2839.45052083, 2875.0, 2375.0, 3375.0, Pass, 2839.45052083, 2875.0, 2375.0, 3375.0
