Result, Test Name, Power Priority, Power Level, Iteration, Var MSA, Dataset File,Point Result, Var Actual, Var Target, Var Min Allowed, Var Max Allowed
, , , , , , , Pass, -1792.105, -1800.0, -2200.0, -1400.0
, , , , , , , Pass, -1781.86, -1719.0, -2200.0, -569.0
, , , , , , , Pass, -1782.339, -1317.0, -2200.0, -167.0
, , , , , , , Pass, -1782.074, -834.7, -1984.7, 315.3
, , , , , , , Fail, -1776.188, -408.7, -1558.7, 400.0
, , , , , , , Fail, -1780.462, 0.0, -1099.0, 400.0
, , , , , , , Fail, -1781.786, 0.0, -400.0, 400.0
, , , , , , , Fail, -1453.883, 0.0, -400.0, 400.0
, , , , , , , Fail, -808.523, 0.0, -400.0, 400.0
, , , , , , , Pass, -206.662, 0.0, -400.0, 946.7
, , , , , , , Pass, -193.903, 287.2, -400.0, 1437.2
, , , , , , , Pass, -202.203, 759.0, -391.0, 1909.0
, , , , , , , Fail, -200.322, 1182.7, 32.7, 2200.0
, , , , , , , Fail, -203.173, 1614.7, 464.7, 2200.0
, , , , , , , Pass, 1436.433, 1800.0, 1400.0, 2200.0
, , , , , , , Pass, 1434.7, 1800.0, 1400.0, 2200.0
, , , , , , , Pass, 1438.135, 1800.0, 1400.0, 2200.0
Fail, VV_1_100_down_2, Reactive, 100.0, 3, 400.0, VV_1_100_down_2.csv, , , , , 
, , , , , , , Pass, 1439.438, 1800.0, 1400.0, 2200.0
, , , , , , , Pass, 1435.971, 1800.0, 1400.0, 2200.0
, , , , , , , Pass, 1428.836, 1800.0, 1400.0, 2200.0
, , , , , , , Fail, -202.165, 1638.7, 488.7, 2200.0
, , , , , , , Fail, -201.318, 1177.5, 27.5, 2200.0
, , , , , , , Pass, -212.792, 755.3, -394.7, 1905.3
, , , , , , , Pass, -201.398, 305.2, -400.0, 1455.2
, , , , , , , Pass, -211.405, 0.0, -400.0, 1020.2
, , , , , , , Fail, -827.947, 0.0, -400.0, 400.0
, , , , , , , Fail, -1473.835, 0.0, -400.0, 400.0
, , , , , , , Fail, -1784.059, 0.0, -400.0, 400.0
, , , , , , , Fail, -1783.766, 0.0, -1066.7, 400.0
, , , , , , , Fail, -1787.353, -374.2, -1524.2, 400.0
, , , , , , , Pass, -1773.371, -836.2, -1986.2, 313.8
, , , , , , , Pass, -1781.03, -1253.2, -2200.0, -103.2
, , , , , , , Pass, -1788.772, -1708.5, -2200.0, -558.5
, , , , , , , Pass, -1787.23, -1800.0, -2200.0, -1400.0
, , , , , , , Pass, -1798.242, -1800.0, -2200.0, -1400.0
, , , , , , , Pass, -1801.73, -1800.0, -2200.0, -1400.0
Fail, VV_1_100_up_2, Reactive, 100.0, 3, 400.0, VV_1_100_up_2.csv, , , , , 
, , , , , , , Pass, -1796.052, -1800.0, -2200.0, -1400.0
, , , , , , , Pass, -1791.263, -1800.0, -2200.0, -1400.0
, , , , , , , Pass, -1788.134, -1800.0, -2200.0, -1400.0
, , , , , , , Pass, -1784.277, -1672.5, -2200.0, -522.5
, , , , , , , Pass, -1793.13, -1242.7, -2200.0, -92.7
, , , , , , , Pass, -1780.479, -791.3, -1941.3, 358.7
, , , , , , , Fail, -1785.738, -352.5, -1502.5, 400.0
, , , , , , , Fail, -1778.932, 0.0, -1066.7, 400.0
, , , , , , , Fail, -1781.964, 0.0, -400.0, 400.0
, , , , , , , Fail, -1499.964, 0.0, -400.0, 400.0
, , , , , , , Fail, -812.449, 0.0, -400.0, 400.0
, , , , , , , Pass, -205.058, 0.0, -400.0, 961.7
, , , , , , , Pass, -195.35, 288.7, -400.0, 1438.7
, , , , , , , Pass, -212.856, 768.0, -382.0, 1918.0
, , , , , , , Fail, -198.667, 1195.5, 45.5, 2200.0
, , , , , , , Fail, -199.643, 1638.7, 488.7, 2200.0
, , , , , , , Pass, 1430.099, 1800.0, 1400.0, 2200.0
, , , , , , , Pass, 1438.587, 1800.0, 1400.0, 2200.0
, , , , , , , Pass, 1441.851, 1800.0, 1400.0, 2200.0
Fail, VV_1_100_down_3, Reactive, 100.0, 3, 400.0, VV_1_100_down_3.csv, , , , , 
, , , , , , , Pass, 1439.658, 1800.0, 1400.0, 2200.0
, , , , , , , Pass, 1436.296, 1800.0, 1400.0, 2200.0
, , , , , , , Pass, 1435.777, 1800.0, 1400.0, 2200.0
, , , , , , , Fail, -209.539, 1611.0, 461.0, 2200.0
, , , , , , , Fail, -194.843, 1156.5, 6.5, 2200.0
, , , , , , , Pass, -211.455, 729.0, -400.0, 1879.0
, , , , , , , Pass, -194.059, 277.5, -400.0, 1427.5
, , , , , , , Pass, -212.055, 0.0, -400.0, 1009.7
, , , , , , , Fail, -860.505, 0.0, -400.0, 400.0
, , , , , , , Fail, -1466.598, 0.0, -400.0, 400.0
, , , , , , , Fail, -1774.909, 0.0, -400.0, 400.0
, , , , , , , Fail, -1785.447, 0.0, -1114.0, 400.0
, , , , , , , Fail, -1779.843, -424.5, -1574.5, 400.0
, , , , , , , Pass, -1776.474, -843.7, -1993.7, 306.3
, , , , , , , Pass, -1777.97, -1317.8, -2200.0, -167.8
, , , , , , , Pass, -1784.111, -1732.5, -2200.0, -582.5
, , , , , , , Pass, -1782.04, -1800.0, -2200.0, -1400.0
, , , , , , , Pass, -1797.686, -1800.0, -2200.0, -1400.0
, , , , , , , Pass, -1800.43, -1800.0, -2200.0, -1400.0
Fail, VV_1_100_up_3, Reactive, 100.0, 3, 400.0, VV_1_100_up_3.csv, , , , , 
, , , , , , , Pass, -1773.553, -1800.0, -2200.0, -1400.0
, , , , , , , Pass, -1765.431, -1800.0, -2200.0, -1400.0
, , , , , , , Pass, -1770.559, -1800.0, -2200.0, -1400.0
, , , , , , , Pass, -1765.922, -1659.7, -2200.0, -509.7
, , , , , , , Pass, -1760.555, -1194.0, -2200.0, -44.0
, , , , , , , Pass, -1760.502, -744.7, -1894.7, 400.0
, , , , , , , Fail, -1762.128, -275.2, -1425.2, 400.0
, , , , , , , Fail, -1756.626, 0.0, -981.3, 400.0
, , , , , , , Fail, -1561.195, 0.0, -400.0, 400.0
, , , , , , , Fail, -900.938, 0.0, -400.0, 400.0
, , , , , , , Pass, -178.155, 0.0, -400.0, 400.0
, , , , , , , Pass, -175.236, 42.0, -400.0, 1192.0
, , , , , , , Pass, -174.435, 486.7, -400.0, 1636.7
, , , , , , , Pass, -179.667, 945.7, -204.3, 2095.7
, , , , , , , Fail, -172.017, 1368.7, 218.7, 2200.0
, , , , , , , Fail, -173.714, 1800.0, 697.2, 2200.0
, , , , , , , Pass, 1455.535, 1800.0, 1400.0, 2200.0
, , , , , , , Pass, 1452.465, 1800.0, 1400.0, 2200.0
, , , , , , , Pass, 1459.17, 1800.0, 1400.0, 2200.0
Fail, VV_1_66_down_1, Reactive, 66.0, 5, 400.0, VV_1_66_down_1.csv, , , , , 
, , , , , , , Pass, 1455.069, 1800.0, 1400.0, 2200.0
, , , , , , , Pass, 1456.926, 1800.0, 1400.0, 2200.0
, , , , , , , Pass, 1452.938, 1800.0, 1400.0, 2200.0
, , , , , , , Fail, -171.068, 1800.0, 666.5, 2200.0
, , , , , , , Fail, -172.88, 1353.0, 203.0, 2200.0
, , , , , , , Pass, -177.244, 946.5, -203.5, 2096.5
, , , , , , , Pass, -172.066, 459.0, -400.0, 1609.0
, , , , , , , Pass, -177.055, 0.8, -400.0, 1150.8
, , , , , , , Pass, -180.205, 0.0, -400.0, 400.0
, , , , , , , Fail, -835.151, 0.0, -400.0, 400.0
, , , , , , , Fail, -1587.74, 0.0, -400.0, 400.0
, , , , , , , Fail, -1754.87, 0.0, -998.5, 400.0
, , , , , , , Fail, -1758.514, -304.5, -1454.5, 400.0
, , , , , , , Pass, -1760.279, -754.5, -1904.5, 395.5
, , , , , , , Pass, -1761.021, -1213.5, -2200.0, -63.5
, , , , , , , Pass, -1763.82, -1660.5, -2200.0, -510.5
, , , , , , , Pass, -1766.754, -1800.0, -2200.0, -1400.0
, , , , , , , Pass, -1771.901, -1800.0, -2200.0, -1400.0
, , , , , , , Pass, -1779.738, -1800.0, -2200.0, -1400.0
Fail, VV_1_66_up_1, Reactive, 66.0, 5, 400.0, VV_1_66_up_1.csv, , , , , 
, , , , , , , Pass, -1771.94, -1800.0, -2200.0, -1400.0
, , , , , , , Pass, -1774.689, -1800.0, -2200.0, -1400.0
, , , , , , , Pass, -1768.001, -1800.0, -2200.0, -1400.0
, , , , , , , Pass, -1765.198, -1653.7, -2200.0, -503.7
, , , , , , , Pass, -1755.703, -1211.2, -2200.0, -61.2
, , , , , , , Pass, -1761.525, -744.0, -1894.0, 400.0
, , , , , , , Fail, -1757.001, -311.2, -1461.2, 400.0
, , , , , , , Fail, -1754.902, 0.0, -986.5, 400.0
, , , , , , , Fail, -1563.724, 0.0, -400.0, 400.0
, , , , , , , Fail, -895.079, 0.0, -400.0, 400.0
, , , , , , , Pass, -174.664, 0.0, -400.0, 400.0
, , , , , , , Pass, -176.698, 0.0, -400.0, 1124.5
, , , , , , , Pass, -177.515, 424.5, -400.0, 1574.5
, , , , , , , Pass, -177.206, 855.7, -294.3, 2005.7
, , , , , , , Fail, -174.147, 1341.7, 191.7, 2200.0
, , , , , , , Fail, -169.725, 1788.7, 638.7, 2200.0
, , , , , , , Pass, 1452.16, 1800.0, 1400.0, 2200.0
, , , , , , , Pass, 1455.022, 1800.0, 1400.0, 2200.0
, , , , , , , Pass, 1455.276, 1800.0, 1400.0, 2200.0
Fail, VV_1_66_down_2, Reactive, 66.0, 5, 400.0, VV_1_66_down_2.csv, , , , , 
, , , , , , , Pass, 1457.173, 1800.0, 1400.0, 2200.0
, , , , , , , Pass, 1451.227, 1800.0, 1400.0, 2200.0
, , , , , , , Pass, 1454.329, 1800.0, 1400.0, 2200.0
, , , , , , , Fail, -174.617, 1781.2, 631.2, 2200.0
, , , , , , , Fail, -175.287, 1359.7, 209.7, 2200.0
, , , , , , , Pass, -183.062, 927.0, -223.0, 2077.0
, , , , , , , Pass, -178.287, 480.7, -400.0, 1630.7
, , , , , , , Pass, -180.082, 52.5, -400.0, 1202.5
, , , , , , , Pass, -178.188, 0.0, -400.0, 400.0
, , , , , , , Fail, -870.115, 0.0, -400.0, 400.0
, , , , , , , Fail, -1571.349, 0.0, -400.0, 400.0
, , , , , , , Fail, -1764.444, 0.0, -936.3, 400.0
, , , , , , , Fail, -1759.018, -244.5, -1394.5, 400.0
, , , , , , , Pass, -1756.999, -678.0, -1828.0, 400.0
, , , , , , , Pass, -1762.756, -1156.5, -2200.0, -6.5
, , , , , , , Pass, -1768.5, -1567.5, -2200.0, -417.5
, , , , , , , Pass, -1766.033, -1800.0, -2200.0, -1400.0
, , , , , , , Pass, -1771.484, -1800.0, -2200.0, -1400.0
, , , , , , , Pass, -1780.383, -1800.0, -2200.0, -1400.0
Fail, VV_1_66_up_2, Reactive, 66.0, 5, 400.0, VV_1_66_up_2.csv, , , , , 
, , , , , , , Pass, -1776.554, -1800.0, -2200.0, -1400.0
, , , , , , , Pass, -1763.131, -1800.0, -2200.0, -1400.0
, , , , , , , Pass, -1763.649, -1800.0, -2200.0, -1400.0
, , , , , , , Pass, -1764.803, -1602.0, -2200.0, -452.0
, , , , , , , Pass, -1762.083, -1134.8, -2200.0, 15.2
, , , , , , , Pass, -1756.919, -731.2, -1881.2, 400.0
, , , , , , , Fail, -1765.084, -306.0, -1456.0, 400.0
, , , , , , , Fail, -1752.226, 0.0, -998.5, 400.0
, , , , , , , Fail, -1612.923, 0.0, -400.0, 400.0
, , , , , , , Fail, -893.932, 0.0, -400.0, 400.0
, , , , , , , Pass, -175.538, 0.0, -400.0, 400.0
, , , , , , , Pass, -182.527, 0.0, -400.0, 1128.3
, , , , , , , Pass, -178.331, 432.0, -400.0, 1582.0
, , , , , , , Pass, -175.141, 877.5, -272.5, 2027.5
, , , , , , , Fail, -180.662, 1334.2, 184.2, 2200.0
, , , , , , , Fail, -164.54, 1741.5, 591.5, 2200.0
, , , , , , , Pass, 1455.494, 1800.0, 1400.0, 2200.0
, , , , , , , Pass, 1453.293, 1800.0, 1400.0, 2200.0
, , , , , , , Pass, 1458.859, 1800.0, 1400.0, 2200.0
Fail, VV_1_66_down_3, Reactive, 66.0, 5, 400.0, VV_1_66_down_3.csv, , , , , 
, , , , , , , Pass, 1461.61, 1800.0, 1400.0, 2200.0
, , , , , , , Pass, 1456.923, 1800.0, 1400.0, 2200.0
, , , , , , , Pass, 1456.159, 1800.0, 1400.0, 2200.0
, , , , , , , Fail, -172.218, 1759.5, 609.5, 2200.0
, , , , , , , Fail, -178.156, 1335.0, 185.0, 2200.0
, , , , , , , Pass, -182.512, 900.7, -249.3, 2050.7
, , , , , , , Pass, -169.872, 431.2, -400.0, 1581.2
, , , , , , , Pass, -180.362, 0.0, -400.0, 1123.0
, , , , , , , Pass, -176.429, 0.0, -400.0, 400.0
, , , , , , , Fail, -896.707, 0.0, -400.0, 400.0
, , , , , , , Fail, -1568.181, 0.0, -400.0, 400.0
, , , , , , , Fail, -1755.091, 0.0, -1037.5, 400.0
